rank,name_display_last_init,team_abbrev,active_sw,player_id,pos,g,ab,r,h,d,t,hr,rbi,bb,so,sb,cs,avg,obp,slg,ops,ibb,hbp,sac,sf,tb,xbh,gidp,go,ao,go_ao,np,tpa
437," Dominguez, J",TB, ,523848,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Doolittle, S",OAK, ,448281,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Drake, O",BAL, ,543118,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Duke, Z",CWS, ,435043,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Dyson, S",TEX, ,473879,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Edwards, J",TEX, ,457754,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Farquhar, D",SEA, ,543144,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Faulkner, A",TEX, ,605226,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Feliz, M",HOU, ,593140,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Feliz, N",DET, ,491703,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Fields, J",HOU, ,451661,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Fien, C",MIN, ,502272,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Frasor, J",KC, ,430630,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Freeman, S",TEX, ,518693,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Frieri, E",TB, ,457117,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Furbush, C",SEA, ,518703,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Garcia, J",BAL, ,592329,P,3,0,0,0,0,0,0,0,1,0,0,0,.---,1.000,.---,1.000,0,0,0,0,0,0,0,0,0,-.--,4,1
437," Gausman, K",BAL, ,592332,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Geltz, S",TB, ,544993,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Givens, M",BAL, ,571710,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gomes, B",TB, ,460156,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Goody, N",NYY, ,580792,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gorzelanny, T",DET, ,452733,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gott, T",LAA, ,641627,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Graham, J",MIN, ,543242,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Graveman, K",OAK, ,608665,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gregerson, L",HOU, ,502381,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Boxberger, B",TB, ,502202,P,8,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Boyd, M",DET, ,571510,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Boyer, B",MIN, ,430641,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Brach, B",BAL, ,542960,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Breslow, C",BOS, ,444520,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Britton, Z",BAL, ,502154,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Carpenter, D",NYY, ,502304,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Carroll, S",CWS, ,453222,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Castro, A",OAK, ,502162,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Cecil, B",TOR, ,446399,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Cedeno, X",TB, ,458584,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Chamberlain, J",KC, ,501955,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Clippard, T",OAK, ,461325,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Colome, A",TB, ,517008,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Cook, R",BOS, ,475857,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Cotham, C",NYY, ,571584,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Cotts, N",MIN, ,425840,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Crockett, K",CLE, ,641490,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Davies, K",NYY, ,434678,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Davis, W",KC, ,451584,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Delabar, S",TOR, ,447755,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Detwiler, R",TEX, ,446321,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Diekman, J",TEX, ,518617,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Dominguez, J",TB, ,523848,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Doolittle, S",OAK, ,448281,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Drake, O",BAL, ,543118,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Duke, Z",CWS, ,435043,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Dyson, S",TEX, ,473879,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Edwards, J",TEX, ,457754,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Farquhar, D",SEA, ,543144,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Faulkner, A",TEX, ,605226,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Feliz, M",HOU, ,593140,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Feliz, N",DET, ,491703,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Fields, J",HOU, ,451661,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Fien, C",MIN, ,502272,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Frasor, J",KC, ,430630,P,2,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Freeman, S",TEX, ,518693,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Frieri, E",TB, ,457117,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Furbush, C",SEA, ,518703,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Garcia, J",BAL, ,592329,P,3,0,0,0,0,0,0,0,1,0,0,0,.---,1.000,.---,1.000,0,0,0,0,0,0,0,0,0,-.--,4,1
437," Gausman, K",BAL, ,592332,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Geltz, S",TB, ,544993,P,7,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Givens, M",BAL, ,571710,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gomes, B",TB, ,460156,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Goody, N",NYY, ,580792,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gorzelanny, T",DET, ,452733,P,5,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gott, T",LAA, ,641627,P,6,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Graham, J",MIN, ,543242,P,4,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Graveman, K",OAK, ,608665,P,1,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
437," Gregerson, L",HOU, ,502381,P,3,0,0,0,0,0,0,0,0,0,0,0,.---,.---,.---,.000,0,0,0,0,0,0,0,0,0,-.--,0,0
