TweetID,TweetTime,TweetText,TweetLang,TimeZone,FollowerCount
979680360416997383,2018-03-30 11:22:53.800000000,Pacific Rim  Uprising is lit af  9 55 10   ,en,Kuala Lumpur,510
979680417929363457,2018-03-30 11:23:07.457000000,Here s a link to this week s flyer   Ready Player One   12A  and  Peter Rabbit   PG  both continue with daily shows   ,en,None,215
979680489463263233,2018-03-30 11:23:24.393000000,I liked a   video   PACIFIC RIM UPRISING MOVIE REVIEW ,en,Beijing,196
979680578634244096,2018-03-30 11:23:45.743000000,Pacific Rim Uprising was actually surprisingly great and idk why it got worse reviews than the first one bc the act   ,en,Eastern Time (US & Canada),167
979680688956985344,2018-03-30 11:24:12.023000000,Watching Pacific Rim uprising  singlelife  goodfriday  starbucks   ,en,None,53
979680774684164096,2018-03-30 11:24:32.383000000,    yES I M DOING A RUINED FOREVER ON PACIFIC RIM PLEASE STOP ASKING ME  ,en,None,195
979680797232914432,2018-03-30 11:24:37.720000000,Pacific Rim Uprising Full Movies 2018    via  ,en,None,5
979680982818226176,2018-03-30 11:25:22.137000000,Pacific Rim uprising  ,en,None,2514
979681000103006208,2018-03-30 11:25:26.167000000,  Episode 7 of the podcast is here  Late to the Party returns with two entries for Attack th   ,en,None,20
979681419726344192,2018-03-30 11:27:06.197000000,I do love Pacific Rim but it s got some bloody awful Australian accents in it ,en,Amsterdam,193
979681589717295105,2018-03-30 11:27:46.930000000,So Pacific Rim   amazeballs         amazing  ITS JUST AMAZING  Can t get enough of Alien monsters and hug   ,en,None,335
979681604179128320,2018-03-30 11:27:50.220000000,  Hey   are you doing a video on Pacific Rim  Uprising   ,en,None,22
979681659657191424,2018-03-30 11:28:03.413000000,Pacific Rim Uprising and Ready Player One are showing tomorrow     ,en,Tokyo,207
979681973634502657,2018-03-30 11:29:18.310000000,     BoxOffice  Pacific Rim Uprising entthront Black Panther  PacificRimUprising  BlackPanther   https ,en,None,169
979682248114032640,2018-03-30 11:30:24.357000000,Pacific Rim Uprising  Film  FilmReview  MovieReview  Review  Cinema  Action  Adventure  Sci Fi   ,en,None,143
979682270259875841,2018-03-30 11:30:29.033000000,    Here s the TicToc on movies     Ready Player One  may play well with chip investors     Pacific Rim Upris ,en,None,1434
979682511700639745,2018-03-30 11:31:26.650000000,Pacific Rim  Want ,en,None,96
979682528499064832,2018-03-30 11:31:31.507000000,Time to watch Pacific Rim Uprising   PacificRim2  GiantRobots  Movies  ,en,Dublin,488
979682529920741377,2018-03-30 11:31:30.893000000,Pacific Rim Uprising   ,en,None,202
979682701945880577,2018-03-30 11:32:11.920000000,Pacific Rim Uprising s trailer was aired in Philippine tv  Will watch tomorrow alone    ,en,Tokyo,464
979682760540422144,2018-03-30 11:32:25.833000000,Please keep making Pacific Rim movies forever,en,London,218
979682841628901376,2018-03-30 11:32:45.300000000,    Our Full Length Commentary comes out tomorrow    and it s NOT Pacific Rim  Any guesses  Any fans of this robotic sequel  Fi ,en,Pacific Time (US & Canada),3066
979682857508581376,2018-03-30 11:32:48.943000000,    NEW EPISODE    This one is a monster  HUGE  We discuss Pacific Rim  Uprising and whether you should see it   Check it o ,en,Pacific Time (US & Canada),3066
979682906858709002,2018-03-30 11:33:00.913000000,Pacific rim UPRISING   drooling ,en,None,771
979682924986617856,2018-03-30 11:33:05.097000000,Meet Cailee Spaeny  the Ass Kicking Breakout Star of  Pacific Rim Uprising   Exclusive   ,en,None,123
979682981097844737,2018-03-30 11:33:18.773000000,Pacific Rim please   ,en,Pacific Time (US & Canada),345
979683060303110146,2018-03-30 11:33:37.883000000,Pacific Rim themed with Gipsy Avenger cake topper   Pacificrim  Pacificrimcake  Pacificrimuprising  Gipsyavenger   ,en,None,0
979683072672223232,2018-03-30 11:33:40.280000000,  Did you really say Pacific Rim job    ,en,Africa/Accra,305
979683170277879808,2018-03-30 11:34:03.610000000,Pacific Rim Uprising went through a total of 8 screenwriters  if you need any more evidence of how much of a total   ,en,London,355
979683170525233152,2018-03-30 11:34:04.023000000,   inreviews  Pacific Rim Uprising Movie Review  This Time  China Faces Alien Invasion    MovieReview  Hollywood  PacificRimUprising ,en,Pacific Time (US & Canada),15
979683278323179520,2018-03-30 11:34:29.380000000,Anybody trying to go see Pacific Rim this weekend ,en,None,472
979683388238868480,2018-03-30 11:34:56.427000000,How to enjoy the new Pacific Rim  1  Switch off your brain 2  Enjoy big cool robots punching       big cool monsters,en,None,153
979683513833226240,2018-03-30 11:35:25.987000000,   Podcast  The HISTORY OF BAD IDEAS podcast  This week the woes of being a Cincinnati sports fan  Jason wonders why Pacific Rim has ,en,Central Time (US & Canada),1947
979684469962694656,2018-03-30 11:39:13.423000000,    Pacific Rim  Uprising  2018   ,en,None,72
979684657821237248,2018-03-30 11:39:58.213000000,pacific rim is just do good fuck,en,Arizona,176
979685282378338304,2018-03-30 11:42:27.340000000,    Here s the TicToc on movies     Ready Player One  may play well with chip investors     Pacific Rim Upris ,en,None,2
979685764194856960,2018-03-30 11:44:22.157000000,    pacific rim alters me like  molecularly,en,None,381
979686005253971968,2018-03-30 11:45:19.713000000,  Which one you choose ready player one or pacific rim ,en,Jakarta,705
979686039987085312,2018-03-30 11:45:27.980000000,I m seeing Pacific Rim Uprising later today ,en,None,254
979686201740361728,2018-03-30 11:46:06.357000000,Ready player one or pacific rim  ,en,Amsterdam,1163
979686313053114369,2018-03-30 11:46:32.963000000,I m watching Pacific rim again so I can be fresh when I finally see uprising,en,Europe/London,1286
979686596780814336,2018-03-30 11:47:40.733000000,    Imagine already being one of the best most unique filmmakers in the world and  then  directing the 1 2 3 punch of Pacific ,en,Pacific Time (US & Canada),577
979686677852704769,2018-03-30 11:47:59.820000000, To fight monsters  we created monsters of our own  I m so fuckign gay for Pacific rim I love it so much  livetweet thread ,en,Europe/London,1286
979686828189110272,2018-03-30 11:48:35.843000000,  Are you doing a ruined forever on pacific rim,en,None,59
979686921734680576,2018-03-30 11:48:58.077000000,Only 5 eps of   and they slate Isle of Dogs because it was for  frat boys   whilst praising Pacific Rim    ,en,Amsterdam,2369
979687035291095040,2018-03-30 11:49:25.167000000,  Ready Player One without a doubt  Isle of digs is not released here yet  Red sparrow is banned here   ,en,None,24
979687298894827520,2018-03-30 11:50:27.980000000,  Akb   Ready player one  Don t set yourself up with Pacific Rim ,en,West Central Africa,1381
979687364745338880,2018-03-30 11:50:44,Watching Pacific Rim  Uprising  with RIFKHA at       ,en,Jakarta,330
979687603602710529,2018-03-30 11:51:40.600000000,Is this pacific rim  ,en,Pacific Time (US & Canada),296
979687797031350272,2018-03-30 11:52:26.620000000,  Why  When did pacific rim become bad ,en,None,7
979687803071033344,2018-03-30 11:52:28.447000000,Watching Pacific Rim  Uprising  with Zahra  Ongki  and Xavier at       ,en,Jakarta,68
979687952648458241,2018-03-30 11:53:04.467000000,FRIDAY MOVIE SCHEDULE  READY PLAYER ONE 3D 7 00 RATED PG 13    READY PLAYER ONE 2D 3 35  10 0   ,en,Central America,20
979687964056973312,2018-03-30 11:53:06.517000000,Fever plus Pacific Rim     Best med ever   ,en,Kuala Lumpur,267
979688043769712640,2018-03-30 11:53:25.553000000,    Is this pacific rim  ,en,Amsterdam,500
979688163584167936,2018-03-30 11:53:53.990000000,    yES I M DOING A RUINED FOREVER ON PACIFIC RIM PLEASE STOP ASKING ME  ,en,None,72
979688181598707714,2018-03-30 11:53:58.297000000,1  Tomb Raider 2  Pacific Rim 3  Ready Player One  ,en,Pacific Time (US & Canada),708
979688420950724609,2018-03-30 11:54:56.287000000,finally i can post pacific rim shit again  ,en,Pacific Time (US & Canada),351
979688474583343106,2018-03-30 11:55:08.370000000,Jumanji Rampage  and Pacific rim plssssss  lt  Want to watch it all  lt ,en,None,310
979688620264050689,2018-03-30 11:55:43.250000000,pacific rim and  ready player one is on cinema and my broke ass probably gonna see both to support my man john and letitia,en,Jakarta,1343
979688738073690113,2018-03-30 11:56:11.150000000,OMG GUYS HAVE YOU WATCH      IT S SOOOOO GOOD     Pacific Rim can t relate,en,Pacific Time (US & Canada),114
979688886698954752,2018-03-30 11:56:46.603000000,I mean I could watch one of the hundert things I still need to watch or I could instead rewatch pacific rim for lik   ,en,Zagreb,85
979688931582140416,2018-03-30 11:56:57.603000000,i just watched pacific rim it   it was a lot better than i expected actually  much  much better  i enjoyed every mi   ,en,Pacific Time (US & Canada),139
979688946136383489,2018-03-30 11:57:01.740000000, PACIFIC RIM UPRISING SPOILERS  Charlie talking about how he added That Scene to PRU is going to add ten years to m   ,en,Pacific Time (US & Canada),341
979688950787751944,2018-03-30 11:57:02.163000000,Pacific Rim  Uprising  2018  Sub Indo  ,en,None,12
979689046225178624,2018-03-30 11:57:24.683000000,      quest   Kor Titan Redeemer  Valor Omega  November Ajax and kaiju jaeger   ,en,None,21
979689279344599041,2018-03-30 11:58:20.303000000,    pacific rim alters me like  molecularly,en,Amsterdam,500
979689282230091778,2018-03-30 11:58:21.660000000,Now watching Pacific Rim  first time I know   F a v e  t r o p e  ,en,Hong Kong,4908
979689405995724800,2018-03-30 11:58:50.253000000,  Pacific rim has my vote,en,Eastern Time (US & Canada),1312
979689600481292288,2018-03-30 11:59:36.817000000,fuck star wars  im entering god tier pacific rim twitter and never leaving thanks for reading,en,Brisbane,23
979689692374315008,2018-03-30 11:59:58.617000000,    WHAT TO WATCH Is  Pacific Rim  Uprising  worth the five year wait   ,en,None,4
979689749299515392,2018-03-30 12:00:12.350000000,Review  Pacific Rim Uprising Is a Speeding Train That Goes Off The Rails  movies  fil       ,en,None,2026
979689776272977920,2018-03-30 12:00:18.690000000,  Pacific Rim Uprising was a waste of Rp35 000   Rp16 000 for me  Ugh  Tomb Raider was fun  Planning   ,en,Jakarta,382
979689878710603777,2018-03-30 12:00:43.090000000,Pacific Rim Uprising better wake me up  fatherandson  pacificrimuprising  goodfriday   Vue  ,en,None,76
979689939142025216,2018-03-30 12:00:57.407000000,i just cant explain my most prized pacific rim fan fiction alcatraz  its impossible  like i start with like  so the   ,en,Pacific Time (US & Canada),351
979689948696621057,2018-03-30 12:01:00.117000000,    Hadn t realized this was still in my drafts but I guess the most extremely Me  thing is that I would have Pacific Rim conte ,en,Perth,397
979690021266579458,2018-03-30 12:01:17.040000000,MundodeCinema  Review  Pacific Rim Uprising Is a Speeding Train That Goes Off The Rails  movies  fil      ,en,None,265
979690040384262144,2018-03-30 12:01:21.517000000,Going to see Pacific Rim Uprising today boii  D  PacificRimUprising,en,Amsterdam,929
979690063951929344,2018-03-30 12:01:27.360000000,     Pacific Rim Uprising   How Toys And Motion Capture Helped Bring Giant Robots To Life  a look behind the scenes with   s P ,en,None,507
979690232902799360,2018-03-30 12:02:07.497000000,Pacific Rim  Uprising    s review of this big silly film   via  ,en,Edinburgh,87
979690257183662080,2018-03-30 12:02:13.337000000,    Follow and Retweet for your chance to win     Trading Card   M1 wardrobe card    ,en,None,567
979690273222643712,2018-03-30 12:02:17.017000000,    Follow and Retweet for your chance to win     Trading Card   M2 wardrobe card    ,en,None,567
979690286078091270,2018-03-30 12:02:20.140000000,Also I watched pacific rim uprising a couple days ago and boi was it shit,en,New Delhi,627
979690452638089216,2018-03-30 12:02:59.877000000,I WANT TO WATCH PACIFIC RIM UPRISING  1 1 1 1  11  ,en,Beijing,640
979690530228486146,2018-03-30 12:03:18.343000000,Pacific Rim best trok,en,Alaska,672
979690721304301569,2018-03-30 12:04:03.853000000,I liked a   video   Pacific Rim Battle Of Hong Kong,en,Beijing,72
979690774387310597,2018-03-30 12:04:16.487000000,    Just wrote a highly detailed review of Pacific Rim  Uprising and what it means to the mech canon   ,en,Pacific Time (US & Canada),577
979691290349596672,2018-03-30 12:06:19.627000000,Spoilers for pacific rim uprising  I genuinely thought Hermann was gonna kiss newt and he would be free of the precursor influence,en,Pacific Time (US & Canada),89
979691685746638849,2018-03-30 12:07:53.920000000,2017  Disaster Artist 2016  Rogue One 2015  TFA 2014  Grand Budapest Hotel 2013  Pacific Rim 2012  Django 2011  Mid   ,en,None,366
979691721985613824,2018-03-30 12:08:02.667000000,I went to see Pacific Rim Uprising last night and I liked it  not as good as the first one and a bit too cheesy at   ,en,Casablanca,824
979692080057364480,2018-03-30 12:09:28.140000000,an actual photo of me watching pacific rim  uprising  ,en,None,3
979692086533357568,2018-03-30 12:09:29.407000000,Pacific Rim tom   Yeah  ,en,None,164
979692480378605568,2018-03-30 12:11:03.343000000,On Sat at 1 PM   2D  Ready Player One  Isle Of Dogs  The Greatest Showman   2D  Pacific Rim Uprising  Peter Rabbit    ,en,Pacific Time (US & Canada),105
979692751254994947,2018-03-30 12:12:07.930000000,i dislike thor ragnarok  everyone loves it i like pacific rim 2  everyone hates it  im seeing a pattern here   i am   ,en,Pacific Time (US & Canada),139
979692813406363648,2018-03-30 12:12:22.963000000,  Pacific Rim literally has everything and people need to get over themselves     found family   kic   ,en,Eastern Time (US & Canada),291
979692891076530177,2018-03-30 12:12:41.697000000,Seeing Pacific Rim  Uprising later  Fingers crossed  ,en,None,237
979693201933008897,2018-03-30 12:13:55.627000000,    Actor John Boyega  Finn in Star Wars  Jake in Pacific Rim  Uprising  came to Akihabara and bought a Gundam plastic mod ,en,Pacific Time (US & Canada),454
979693298226024448,2018-03-30 12:14:18.217000000,    Pacific Rim Uprising is about how Millennials and Gen Z had to grow up in the shadow of a war perpetuated by Boomers a ,en,Eastern Time (US & Canada),373
979693590954856448,2018-03-30 12:15:28.223000000,VLOG  New house  Pacific Rim  Jonathan Pie   Pavillion fire    via  ,en,None,51
979693594687754242,2018-03-30 12:15:28.953000000,I added a video to a   playlist   VLOG  New house  Pacific Rim  Jonathan Pie   Pavillion fire,en,None,51
979693969989947392,2018-03-30 12:16:58.977000000,Tyler Perry Bullshit or Gods not dead 3  I ll just watch Pacific Rim 2 again  I don t hate myself enough to give Pu   ,en,Mountain Time (US & Canada),91
979694162554503169,2018-03-30 12:17:44.433000000,gonna watch pacific rim while eating pizza going  fun   ,en,Pacific Time (US & Canada),1393
979694263368794113,2018-03-30 12:18:09.170000000,Pacific Rim   Uprising  ,en,Kuala Lumpur,183
979694323775123457,2018-03-30 12:18:22.747000000,nothing the pacific rim fandom has done or will do  will top the wave of fics in 2013 that comprised of the PPDC so   ,en,Brisbane,24
979694567925604354,2018-03-30 12:19:21.133000000,Movie day on Sunday hahaha Pacific rim then never not love you after hahahahahahahaha,en,Pacific Time (US & Canada),173
979694731373391874,2018-03-30 12:20:00.110000000,You can join John Boyega and the mighty Jaegers for more battle bot based action and fighting and explosions and an   ,en,London,14691
979694799375781888,2018-03-30 12:20:16.180000000,I liked a   video   Watch  Pacific Rim Uprising  Destroy Sydney   Anatomy of a Scene,en,Eastern Time (US & Canada),374
979694805071597569,2018-03-30 12:20:17.470000000,gonna go watch pacific rim uprising im surprised no directed by de michael bay wth so many  explosions in the trailer,en,Pacific Time (US & Canada),145
979694893785214982,2018-03-30 12:20:38.733000000,it makes me sad because pacific rim 2013 was the first time i got into collecting stuff that was equestrian related   ,en,Brisbane,24
979695108512772096,2018-03-30 12:21:29.807000000,    hey listen hey listen i have a proposition  OWL pacific rim AU,en,None,207
979695143379980288,2018-03-30 12:21:38.190000000,VIDEO MOVIES   Watch  Pacific Rim Uprising  2018  Movie Full   via  ,en,Pacific Time (US & Canada),0
979695285520642049,2018-03-30 12:22:12.233000000,me trying not to absolutely gush about stupid pacific rim shit so i dont look annoying  ,en,Pacific Time (US & Canada),351
979695311214952450,2018-03-30 12:22:18.180000000,watched pacific rim uprising and I m more or less disappointed with it  sure it s not downright shit tier movie  bu   ,en,Atlantic Time (Canada),326
979695835167440896,2018-03-30 12:24:23.257000000,The good of Pacific Rim Uprising   The new designs for the mechs are pretty good  The action is enjoyable especially when up against Kaijus,en,Atlantic Time (Canada),326
979695914804658176,2018-03-30 12:24:42.070000000,i hope he did not see pacific rim bc ohmygod i went to see and what a waste of money i literally slept at the theater,en,Seoul,2598
979696127665557510,2018-03-30 12:25:32.877000000,apparently the new pacific rim sucks but watch me watch it anyways,en,Beijing,43
979696131348320256,2018-03-30 12:25:33.697000000,    it s weird that Guillermo del Toro s fish banging movie isn t the one he called Pacific Rim,en,None,5
979696156652421121,2018-03-30 12:25:39.867000000,legendary was so bitter charlie wouldnt come for pacific rim 2 they killed raleigh in the slowest and worst death possible,en,Brisbane,24
979696440493707264,2018-03-30 12:26:47.480000000,  Pacific rim uprising looks like something you could get into for a while  ,en,None,41
979696629237329920,2018-03-30 12:27:32.467000000,At    my review of PACIFIC RIM  UPRISING    There are two inescapable facts about Pacific Rim  Uprisi   ,en,London,2643
979696894241894402,2018-03-30 12:28:36.120000000,Our review of  PacificRimUprising is online now  JohnBoyega  ScottEastwood  StevenSDeKnight  RinkoKikuchi  JingTian   ,en,London,1051
979696950856499203,2018-03-30 12:28:49.533000000,Hey does anyone want 2 free movie tickets  Pacific Rim on 10 50 pm at MBO Subang Parade  If you want one  dm me straight away,en,None,176
979697298643984384,2018-03-30 12:30:12.057000000,I wanna watch pacific rim  ,en,None,20
979697524565975040,2018-03-30 12:31:06.463000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo    ,en,Pacific Time (US & Canada),193620
979697569801662464,2018-03-30 12:31:16.760000000,  I only saw Pacific Rim  so I ll say that  But I m looking forward to Isle of Dogs,en,Mountain Time (US & Canada),221
979697603423232000,2018-03-30 12:31:24.737000000,    Idris Elba as Stacker Pentecost in Pacific Rim  Margot Robbie as Harley Quinn  yes  the writing  general design  and everythi ,en,None,600
979697861477707776,2018-03-30 12:32:26.417000000,Pacific Rim 2  Uprising  2018  DeKnight  ,en,Athens,1740
979698172707536896,2018-03-30 12:33:41.337000000, James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo    ,en,America/Chicago,7772
979698323593531392,2018-03-30 12:34:16.723000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo  ,en,Central Time (US & Canada),348
979698696160866304,2018-03-30 12:35:45.440000000,wanna watch pacific rim with legends tom   ,en,None,186
979698777861758976,2018-03-30 12:36:05.217000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo    ,en,None,1724
979698782685179904,2018-03-30 12:36:06.663000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo    ,en,Central Time (US & Canada),123
979698783733760001,2018-03-30 12:36:06.363000000,Box Office   Pacific Rim  Tops  Black Panther  To Win Movie Trivia Immortality    ,en,Eastern Time (US & Canada),10063
979698787580088320,2018-03-30 12:36:07.203000000,     PacificRimUprising An unexpected sequel  But a worthwhile one     PacificRim2  PacificRim  Movi ,en,None,158
979698801530126336,2018-03-30 12:36:10.837000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo    ,en,Eastern Time (US & Canada),3121
979698819360321537,2018-03-30 12:36:14.557000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo  ,en,Pacific Time (US & Canada),5
979698821990002688,2018-03-30 12:36:15.267000000,    wanna watch pacific rim with legends tom   ,en,Pacific Time (US & Canada),403
979698891540062208,2018-03-30 12:36:31.900000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo  ,en,None,82
979698901690155009,2018-03-30 12:36:34.397000000,       casts Pacific Rim star Rinko Kikuchi in season 2     ,en,Tokyo,809
979699004375257089,2018-03-30 12:36:58.787000000,   Podcast  The HISTORY OF BAD IDEAS podcast  This week the woes of being a Cincinnati sports fan  Jason wonders why Pacific Rim has ,en,None,4128
979699092103233537,2018-03-30 12:37:19.737000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo  ,en,Edinburgh,4
979699181374783488,2018-03-30 12:37:40.977000000,Untung pake Mtix     watching Pacific Rim 2   Uprising at Studio XXI the Breeze Bsd  ,en,None,64
979699183350198273,2018-03-30 12:37:41.853000000,My Review for  PacificRimUprising is now up in the blog  It s showing tom        ,en,Alaska,955
979699204019941376,2018-03-30 12:37:46.477000000,me trying to find mackenyu at the first 30 seconds of pacific rim  ,en,None,13
979699314204213248,2018-03-30 12:38:12.820000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo  ,en,None,11
979699446438158338,2018-03-30 12:38:44.183000000,Rebel Seoul by Axie Oh The elevator pitch for this book is  Pacific Rim meets a K Drama  which is basic    needabook,en,Eastern Time (US & Canada),65
979699460258217986,2018-03-30 12:38:47.470000000,Ugma najud ang PACIFIC RIM  The long wait is overrrrrrr ,en,None,168
979699590814470144,2018-03-30 12:39:18.733000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo    ,en,Tokyo,49
979699877687959554,2018-03-30 12:40:26.960000000,sorry to tell you guys  but yeah Pacific rim uprising is bad   ,en,Jakarta,536
979700116138455040,2018-03-30 12:41:24.127000000,Ep  460   Pacific Rim Uprising  theFilmcast    via    ,en,None,3
979700503096578048,2018-03-30 12:42:56.017000000,    yES I M DOING A RUINED FOREVER ON PACIFIC RIM PLEASE STOP ASKING ME  ,en,None,38
979700688019128321,2018-03-30 12:43:40.387000000,We try to see the forest for the trees as we sally forth into this film  And what does the End of Evangelion have t   ,en,Eastern Time (US & Canada),562
979700873793286145,2018-03-30 12:44:24.607000000,  your Tweet was quoted in an article by     ,en,None,5241
979701499398832128,2018-03-30 12:46:53.693000000, llmind   Makes A Beat On The Spot  Pacific Rim 2    The Crate  Video   2018     ,en,Pacific Time (US & Canada),4865
979701517396598784,2018-03-30 12:46:57.787000000,Pacific rim 2  1st movie ,en,Pacific Time (US & Canada),257
979701693364531200,2018-03-30 12:47:39.863000000,Pacific Rim  Uprising  ,en,None,6
979701806925312002,2018-03-30 12:48:06.940000000,Planning to watch Ready player one and Pacific Rim uprising this weekend  ,en,Casablanca,219
979701887271342081,2018-03-30 12:48:26.663000000,Am I the only one who was super pumped when wizkids daddyo was played in the new pacific rim movie  ,en,None,982
979702084051263489,2018-03-30 12:49:13.097000000,As someone who has not yet watched all season of RPDR   THIS IS ACTUALLY VERY DIFFICULT  ,en,Beijing,598
979702153894772737,2018-03-30 12:49:29.627000000,Now i really hope in first movie they didn t just canceling the apocalypse  but canceling pacific rim uprising movie from happening too,en,Jakarta,536
979702363588972544,2018-03-30 12:50:19.777000000,Tempest DuJour is definitely a Jaeger wth  ,en,Alaska,719
979702493788692480,2018-03-30 12:50:50.807000000,    We try to see the forest for the trees as we sally forth into this film  And what does the End of Evangelion have to do wi ,en,None,2683
979702561266716673,2018-03-30 12:51:06.963000000,    Sam Mikulak  Marvin Kimble  Akash Modi  Justin Ah Chow  Paul Juda and Asher Hong will represent the U S  at the Pacific Rim Cha ,en,Eastern Time (US & Canada),6682
979702710835601412,2018-03-30 12:51:42.463000000, While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly   ,en,Central Time (US & Canada),19162
979702733270863874,2018-03-30 12:51:47.763000000,     While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly claimed ,en,New Delhi,8585
979702850577088512,2018-03-30 12:52:15.960000000,     While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly claimed ,en,Kathmandu,154
979702865093677056,2018-03-30 12:52:19.210000000,Ready Player One  Pacific Rim Now Showing     ,en,Central Time (US & Canada),26
979702870009307138,2018-03-30 12:52:20.383000000,  I haven t seen it but I hear there s an episode with Guillermo del Toro  It was in exchange for cast   ,en,Pacific Time (US & Canada),491
979703004944199681,2018-03-30 12:52:52.700000000,Now i really hope in first movie they didn t just canceling the apocalypse  but canceling pacific rim uprising movi   ,en,Jakarta,536
979703333123313665,2018-03-30 12:54:10.863000000,Watching Pacific Rim  Uprising  with     at       ,en,Pacific Time (US & Canada),2550
979703350416506880,2018-03-30 12:54:15.057000000,  btw did you watch pacific rim 2  considering how much ita been derided i thought it was a great toku   ,en,Santiago,123
979703352681484288,2018-03-30 12:54:15.460000000,hope there s some good trailers in front of pacific rim 2 guys it s all i m here for,en,Amsterdam,440
979703393261408256,2018-03-30 12:54:25.163000000,      I think we are all saying the same  So it might be a similar case with Cuba and   ,en,Madrid,2832
979703455227920384,2018-03-30 12:54:40.277000000,Pacific Rim Uprising tomorrow yeah so excited,en,Taipei,369
979703575264641024,2018-03-30 12:55:08.643000000,     While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly claimed ,en,None,20
979703586111320064,2018-03-30 12:55:11.380000000,DST Solicitations   Superman  Marvel  Pacific Rim  Kingdom Hearts and More  ,en,None,27
979703662057369602,2018-03-30 12:55:29.497000000,Pacific Rim at Ready Player One na bukas    I wanna watch ,en,None,149
979703741715644416,2018-03-30 12:55:48.657000000,Movie review   Pacific Rim  Uprising   Reviewed by Daniel Kilgallaon    ,en,None,202
979703784740933632,2018-03-30 12:55:58.510000000,    At    my review of PACIFIC RIM  UPRISING    There are two inescapable facts about Pacific Rim  Uprising  The ,en,None,2893
979703909483798528,2018-03-30 12:56:28.573000000,Pacific rim is Just transformers with people speaking a lot of mandarin  ,en,Amsterdam,3137
979703941989588992,2018-03-30 12:56:36.210000000,    Do not deny yourself the experience that is reading this review   ,en,Quito,317
979704045408538624,2018-03-30 12:57:00.687000000,     While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly claimed ,en,None,303
979704085883604998,2018-03-30 12:57:10.317000000,     While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly claimed ,en,None,245
979704123674198017,2018-03-30 12:57:19.230000000,did yall like the new pacific rim ,en,Quito,3062
979704131056103424,2018-03-30 12:57:21.060000000,     While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly claimed ,en,None,310
979704239890018304,2018-03-30 12:57:46.960000000,    I liked a   video   Pacific Rim  Uprising by Kamryn B ,en,Eastern Time (US & Canada),33
979704270374055936,2018-03-30 12:57:54.237000000,     While Black Panther held the fort at the BO before the arrival of Pacific Rim in China   BajrangiBhaijaan quietly claimed ,en,Mumbai,391
979704278070779904,2018-03-30 12:57:56.067000000,    why did no one tell me that pacific rim uprising was actually a romcom about john boyega and his ex bf scott eastwood puttin ,en,Pacific Time (US & Canada),26
979704289869422593,2018-03-30 12:57:58.827000000,            In a world of global blocs Nafta  Afr   ,en,None,27
979704338296856581,2018-03-30 12:58:10.497000000,I saw Pacific Rim Uprising yesterday  and Ready Player One was better ,en,Pacific Time (US & Canada),511
979704591112704001,2018-03-30 12:59:10.673000000,    why did no one tell me that pacific rim uprising was actually a romcom about john boyega and his ex bf scott eastwood puttin ,en,Riga,108
979704854984740864,2018-03-30 13:00:13.580000000, Pacific Rim Uprising   How Toys And Motion Capture Helped Bring Giant Robots To Life  ,en,Central Time (US & Canada),1873
979704862123405312,2018-03-30 13:00:16.297000000, ViernesdeCritica  Pacific Rim  Uprising  PacificRimUprising     ,en,Quito,370
979704941521465344,2018-03-30 13:00:34.327000000,I want to watch Pacific rim tomorrow  penge kasama pls  ,en,Urumqi,2169
979705041283055617,2018-03-30 13:00:58.200000000,James Gunn Reveals His Deleted  Pacific Rim Uprising  Cameo      ,en,Pacific Time (US & Canada),13018
979705085344337920,2018-03-30 13:01:08.600000000,   FX  Woo  Our mocap work  D  ,en,None,75
979705191544033281,2018-03-30 13:01:33.847000000,  I was slightly underwhelmed by Pacific Rim Uprising tbh  It was a good film but not as good as the first one ,en,Pacific Time (US & Canada),511
979705210271686657,2018-03-30 13:01:38.323000000,I m going to see Zombie Pacific Rim today and I m anxious about it,en,Amsterdam,937
979705243918221312,2018-03-30 13:01:46.537000000,  THE PACIFIC RIM UPRISING ASCENSION BOOK     THE PREQUEL TO THE MOVIE     ,en,Brisbane,24
979705270589968384,2018-03-30 13:01:52.837000000,After 19 years of what Military Science scholars call a  holding action   we stoped the Communists from taking over   ,en,None,235
